datetime,node,values,units,dataset,region
1938-06-01T00:00:00.000000,C_CSL004B,90.13796607669566,CFS,delta_diversions_total,north_delta
1938-07-01T00:00:00.000000,C_CSL004B,108.95227169054138,CFS,delta_diversions_total,north_delta
1938-08-01T00:00:00.000000,C_CSL004B,104.10109160095402,CFS,delta_diversions_total,north_delta
1938-09-01T00:00:00.000000,C_CSL004B,117.32038630806669,CFS,delta_diversions_total,north_delta
1938-10-01T00:00:00.000000,C_CSL004B,113.80968251143193,CFS,delta_diversions_total,north_delta
1938-11-01T00:00:00.000000,C_CSL004B,118.40063161491217,CFS,delta_diversions_total,north_delta
1938-12-01T00:00:00.000000,C_CSL004B,112.84437111625783,CFS,delta_diversions_total,north_delta
1939-01-01T00:00:00.000000,C_CSL004B,91.1780588843363,CFS,delta_diversions_total,north_delta
1939-02-01T00:00:00.000000,C_CSL004B,321.86600347372166,CFS,delta_diversions_total,north_delta
1939-03-01T00:00:00.000000,C_CSL004B,81.71759524319931,CFS,delta_diversions_total,north_delta
1939-04-01T00:00:00.000000,C_CSL004B,53.66353706747431,CFS,delta_diversions_total,north_delta
1939-05-01T00:00:00.000000,C_CSL004B,107.68309168668883,CFS,delta_diversions_total,north_delta
1939-06-01T00:00:00.000000,C_CSL004B,128.8707069502615,CFS,delta_diversions_total,north_delta
1939-07-01T00:00:00.000000,C_CSL004B,141.77687303820835,CFS,delta_diversions_total,north_delta
1939-08-01T00:00:00.000000,C_CSL004B,152.51573576337995,CFS,delta_diversions_total,north_delta
1939-09-01T00:00:00.000000,C_CSL004B,157.9952075177011,CFS,delta_diversions_total,north_delta
1939-10-01T00:00:00.000000,C_CSL004B,131.8044250624781,CFS,delta_diversions_total,north_delta
1939-11-01T00:00:00.000000,C_CSL004B,73.17129565621143,CFS,delta_diversions_total,north_delta
1939-12-01T00:00:00.000000,C_CSL004B,42.34954683394792,CFS,delta_diversions_total,north_delta
1940-01-01T00:00:00.000000,C_CSL004B,44.49274012987279,CFS,delta_diversions_total,north_delta
1940-02-01T00:00:00.000000,C_CSL004B,80.74864878490222,CFS,delta_diversions_total,north_delta
1940-03-01T00:00:00.000000,C_CSL004B,55.38708308427992,CFS,delta_diversions_total,north_delta
1940-04-01T00:00:00.000000,C_CSL004B,170.58844468857774,CFS,delta_diversions_total,north_delta
1940-05-01T00:00:00.000000,C_CSL004B,78.15099334749094,CFS,delta_diversions_total,north_delta
1940-06-01T00:00:00.000000,C_CSL004B,66.54388935221864,CFS,delta_diversions_total,north_delta
1940-07-01T00:00:00.000000,C_CSL004B,111.3222970574464,CFS,delta_diversions_total,north_delta
1940-08-01T00:00:00.000000,C_CSL004B,101.45303828130007,CFS,delta_diversions_total,north_delta
1940-09-01T00:00:00.000000,C_CSL004B,113.84964891055515,CFS,delta_diversions_total,north_delta
1940-10-01T00:00:00.000000,C_CSL004B,110.19689278343893,CFS,delta_diversions_total,north_delta
1940-11-01T00:00:00.000000,C_CSL004B,113.68941385335961,CFS,delta_diversions_total,north_delta
1940-12-01T00:00:00.000000,C_CSL004B,108.44241366527757,CFS,delta_diversions_total,north_delta
1941-01-01T00:00:00.000000,C_CSL004B,102.04207113364123,CFS,delta_diversions_total,north_delta
1941-02-01T00:00:00.000000,C_CSL004B,307.8801812120258,CFS,delta_diversions_total,north_delta
1941-03-01T00:00:00.000000,C_CSL004B,289.80982658145064,CFS,delta_diversions_total,north_delta
1941-04-01T00:00:00.000000,C_CSL004B,126.95374302991529,CFS,delta_diversions_total,north_delta
1941-05-01T00:00:00.000000,C_CSL004B,74.22172574992625,CFS,delta_diversions_total,north_delta
1941-06-01T00:00:00.000000,C_CSL004B,90.00273735762626,CFS,delta_diversions_total,north_delta
1941-07-01T00:00:00.000000,C_CSL004B,92.11293577434327,CFS,delta_diversions_total,north_delta
1941-08-01T00:00:00.000000,C_CSL004B,103.85833177888551,CFS,delta_diversions_total,north_delta
1941-09-01T00:00:00.000000,C_CSL004B,117.05012102282271,CFS,delta_diversions_total,north_delta
1941-10-01T00:00:00.000000,C_CSL004B,113.56348419331358,CFS,delta_diversions_total,north_delta
1941-11-01T00:00:00.000000,C_CSL004B,118.12855980579472,CFS,delta_diversions_total,north_delta
1941-12-01T00:00:00.000000,C_CSL004B,112.60277385254496,CFS,delta_diversions_total,north_delta
1942-01-01T00:00:00.000000,C_CSL004B,105.84206848383869,CFS,delta_diversions_total,north_delta
1942-02-01T00:00:00.000000,C_CSL004B,318.44029035817334,CFS,delta_diversions_total,north_delta
1942-03-01T00:00:00.000000,C_CSL004B,302.71488115715744,CFS,delta_diversions_total,north_delta
1942-04-01T00:00:00.000000,C_CSL004B,131.2603275995856,CFS,delta_diversions_total,north_delta
1942-05-01T00:00:00.000000,C_CSL004B,74.18018822763341,CFS,delta_diversions_total,north_delta
1942-06-01T00:00:00.000000,C_CSL004B,89.94314050871654,CFS,delta_diversions_total,north_delta
1942-07-01T00:00:00.000000,C_CSL004B,112.84770236915485,CFS,delta_diversions_total,north_delta
1942-08-01T00:00:00.000000,C_CSL004B,103.75699381127168,CFS,delta_diversions_total,north_delta
1942-09-01T00:00:00.000000,C_CSL004B,116.93193885167626,CFS,delta_diversions_total,north_delta
1942-10-01T00:00:00.000000,C_CSL004B,113.45119768763459,CFS,delta_diversions_total,north_delta
1942-11-01T00:00:00.000000,C_CSL004B,117.99709863362928,CFS,delta_diversions_total,north_delta
1942-12-01T00:00:00.000000,C_CSL004B,112.48379639975985,CFS,delta_diversions_total,north_delta
1943-01-01T00:00:00.000000,C_CSL004B,90.84120061619373,CFS,delta_diversions_total,north_delta
1943-02-01T00:00:00.000000,C_CSL004B,318.4402903581735,CFS,delta_diversions_total,north_delta
1943-03-01T00:00:00.000000,C_CSL004B,302.7148811571576,CFS,delta_diversions_total,north_delta
1943-04-01T00:00:00.000000,C_CSL004B,131.26032759958562,CFS,delta_diversions_total,north_delta
1943-05-01T00:00:00.000000,C_CSL004B,78.9848771232825,CFS,delta_diversions_total,north_delta
1943-06-01T00:00:00.000000,C_CSL004B,89.94314050871655,CFS,delta_diversions_total,north_delta
1943-07-01T00:00:00.000000,C_CSL004B,92.00881596307755,CFS,delta_diversions_total,north_delta
1943-08-01T00:00:00.000000,C_CSL004B,103.75699381127166,CFS,delta_diversions_total,north_delta
1943-09-01T00:00:00.000000,C_CSL004B,116.93193885167632,CFS,delta_diversions_total,north_delta
1943-10-01T00:00:00.000000,C_CSL004B,113.45119768763459,CFS,delta_diversions_total,north_delta
1943-11-01T00:00:00.000000,C_CSL004B,117.99709863362922,CFS,delta_diversions_total,north_delta
1943-12-01T00:00:00.000000,C_CSL004B,112.4837963997599,CFS,delta_diversions_total,north_delta
1944-01-01T00:00:00.000000,C_CSL004B,90.84120061619373,CFS,delta_diversions_total,north_delta
1944-02-01T00:00:00.000000,C_CSL004B,126.64869461971556,CFS,delta_diversions_total,north_delta
1944-03-01T00:00:00.000000,C_CSL004B,104.98481857306396,CFS,delta_diversions_total,north_delta
1944-04-01T00:00:00.000000,C_CSL004B,105.26843009828852,CFS,delta_diversions_total,north_delta
1944-05-01T00:00:00.000000,C_CSL004B,124.45701037999629,CFS,delta_diversions_total,north_delta
1944-06-01T00:00:00.000000,C_CSL004B,154.04025097933126,CFS,delta_diversions_total,north_delta
1944-07-01T00:00:00.000000,C_CSL004B,166.99244209851756,CFS,delta_diversions_total,north_delta
1944-08-01T00:00:00.000000,C_CSL004B,176.91789937013067,CFS,delta_diversions_total,north_delta
1944-09-01T00:00:00.000000,C_CSL004B,182.39737112445192,CFS,delta_diversions_total,north_delta
1944-10-01T00:00:00.000000,C_CSL004B,162.05783575779165,CFS,delta_diversions_total,north_delta
1944-11-01T00:00:00.000000,C_CSL004B,64.32122396773913,CFS,delta_diversions_total,north_delta
1944-12-01T00:00:00.000000,C_CSL004B,61.19408208904801,CFS,delta_diversions_total,north_delta
